,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn,tenure_period_by_year,num_services,charge_group
32425,f,0,Yes,Yes,8.0,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,35.58,284.64,Yes,0 - 1 year,2,Low
32426,f,1,Yes,No,9.0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,26.08,234.72,Yes,0 - 1 year,3,Low
32427,f,0,No,No,39.0,Yes,Yes,DSL,Yes,Yes,No,No,No,Yes,One year,No,Electronic check,43.61,1700.79,No,2 - 4 year,5,Low
32428,m,0,Yes,No,20.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,96.1,1922.0,Yes,1 - 2 year,2,Medium
32429,m,0,Yes,Yes,42.0,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,22.52,945.84,No,2 - 4 year,1,Low
32430,f,0,Yes,No,1.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),42.28,42.28,Yes,0 - 1 year,1,Low
32431,f,0,No,No,26.0,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Bank transfer (automatic),45.05,1171.3,Yes,2 - 4 year,3,Low
32432,unkown,0,Yes,Yes,39.0,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),18.19,709.41,Yes,2 - 4 year,3,Low
32433,f,0,No,No,9.0,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Electronic check,18.08,162.72,Yes,0 - 1 year,2,Low
32434,m,1,No,No,3.0,Yes,Yes,Fiber optic,No internet service,No,No,Yes,No,No,Month-to-month,Yes,unkown,28.43,85.29,Yes,0 - 1 year,3,Low
32435,m,0,No,No,37.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Credit card (automatic),47.3,1750.1,No,2 - 4 year,2,Low
32436,f,0,Yes,No,37.0,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,74.51,2756.87,No,2 - 4 year,1,Medium
32437,f,0,No,Yes,20.0,Yes,Yes,Fiber optic,Yes,No,No internet service,No,No,No,Month-to-month,No,Electronic check,39.77,795.4,Yes,1 - 2 year,3,Low
32438,m,1,Yes,No,42.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),114.46,4807.32,Yes,2 - 4 year,1,High
32439,f,0,Yes,No,30.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer (automatic),45.95,1378.5,Yes,2 - 4 year,1,Low
32440,m,0,Yes,Yes,8.0,No,No phone service,DSL,No,No,No,Yes,No,Yes,Two year,Yes,Bank transfer (automatic),19.27,154.16,No,0 - 1 year,2,Low
32441,f,0,Yes,No,37.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),34.88,1290.56,No,2 - 4 year,2,Low
32442,m,1,Yes,No,10.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.66,326.6,No,0 - 1 year,1,Low
32443,f,1,No,No,7.0,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Bank transfer (automatic),25.3,177.1,No,0 - 1 year,3,Low
32444,m,0,No,No,13.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,27.47,357.11,No,1 - 2 year,2,Low
32445,f,0,No,No,22.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,37.22,818.84,No,1 - 2 year,1,Low
32446,f,0,No,Yes,22.0,Yes,Yes,DSL,No,No,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer (automatic),38.3,842.6,No,1 - 2 year,3,Low
32447,m,0,Yes,No,42.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Electronic check,47.1,1978.2,Yes,2 - 4 year,2,Low
32448,m,0,Yes,No,34.0,Yes,Yes,Fiber optic,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),65.29,2219.86,No,2 - 4 year,4,Medium
32449,m,0,No,No,9.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,58.25,524.25,Yes,0 - 1 year,3,Medium
32450,m,1,Yes,No,16.0,Yes,No,DSL,No,No,Yes,No,No,No internet service,One year,Yes,Electronic check,29.77,476.32,Yes,1 - 2 year,2,Low
32451,f,0,Yes,No,31.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No internet service,Month-to-month,No,Mailed check,106.83,3311.73,Yes,2 - 4 year,3,High
32452,f,0,No,No,31.0,Yes,No,DSL,No internet service,No internet service,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),42.62,1321.22,Yes,2 - 4 year,3,Low
32453,m,0,No,No,15.0,Yes,Yes,Fiber optic,No,No,No internet service,Yes,No,No,One year,No,Bank transfer (automatic),20.8,312.0,Yes,1 - 2 year,3,Low
32454,f,0,Yes,No,28.0,Yes,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,49.91,1397.48,Yes,2 - 4 year,1,Low
32455,f,0,No,No,23.0,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,110.96,2552.08,No,1 - 2 year,4,High
32456,m,0,Yes,No,33.0,Yes,No,Fiber optic,No,No internet service,Yes,Yes,No,No,One year,Yes,Electronic check,50.51,1666.83,No,2 - 4 year,3,Medium
32457,m,0,No,No,60.0,Yes,Yes,Fiber optic,No,No,No,No internet service,No,Yes,One year,No,Bank transfer (automatic),93.26,5595.6,No,4+ years,3,Medium
32458,f,0,Yes,Yes,14.0,Yes,unkown,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),35.74,500.36,Yes,1 - 2 year,1,Low
32459,f,0,Yes,No,7.0,Yes,Yes,Fiber optic,No,No internet service,No,No,No,Yes,Month-to-month,No,Credit card (automatic),87.7,613.9,Yes,0 - 1 year,3,Medium
32460,m,0,No,No,47.0,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Bank transfer (automatic),44.31,2082.57,Yes,2 - 4 year,4,Low
32461,f,0,Yes,No,2.0,No,No phone service,Fiber optic,Yes,No internet service,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,33.96,67.92,Yes,0 - 1 year,2,Low
32462,f,0,No,No,48.0,Yes,Yes,Fiber optic,No,No internet service,No,No,No,No,One year,Yes,Credit card (automatic),24.05,1154.4,No,2 - 4 year,2,Low
32463,f,1,No,Yes,17.0,Yes,Yes,DSL,No,No,No,No internet service,No,No,Month-to-month,Yes,Bank transfer (automatic),41.89,712.13,Yes,1 - 2 year,2,Low
32464,m,0,No,No,9.0,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),22.85,205.65,Yes,0 - 1 year,6,Low
32465,f,1,Yes,No,41.0,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,68.92,2825.72,No,2 - 4 year,2,Medium
32466,m,0,Yes,No,13.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),111.22,1445.86,Yes,1 - 2 year,2,High
32467,f,0,No,No,14.0,Yes,Yes,DSL,No,No,No,No,No,No,Two year,Yes,Electronic check,33.08,463.12,No,1 - 2 year,2,Low
32468,f,0,Yes,No,43.0,Yes,No,Fiber optic,No,No,No,No,Yes,No,Two year,Yes,Mailed check,84.87,3649.41,No,2 - 4 year,2,Medium
32469,f,0,No,No,7.0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),26.37,184.59,Yes,0 - 1 year,4,Low
32470,m,0,unkown,No,8.0,Yes,unkown,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),41.51,332.08,Yes,0 - 1 year,2,Low
32471,m,1,No,Yes,17.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,20.58,349.86,No,1 - 2 year,5,Low
32472,f,0,Yes,Yes,16.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No internet service,Month-to-month,Yes,Mailed check,99.06,1584.96,Yes,1 - 2 year,3,Medium
32473,m,0,Yes,Yes,22.0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer (automatic),32.71,719.62,Yes,1 - 2 year,4,Low
32474,f,0,No,Yes,5.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,21.99,0.0,No,0 - 1 year,5,Low
32475,m,0,No,No,44.0,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,No,unkown,1161.67,51113.48,Yes,2 - 4 year,3,Very High
32476,m,0,No,No,26.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,24.91,647.66,No,2 - 4 year,1,Low
32477,f,0,Yes,No,7.0,No,No phone service,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Mailed check,781.81,5472.67,Yes,0 - 1 year,2,Very High
32479,m,1,Yes,Yes,30.0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),31.22,936.6,Yes,2 - 4 year,4,Low
32480,m,0,Yes,Yes,36.0,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,29.84,1074.24,Yes,2 - 4 year,2,Low
32481,m,0,No,Yes,44.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),75.27,3311.88,Yes,2 - 4 year,3,Medium
32482,f,0,No,Yes,4.0,Yes,Yes,DSL,No,No,No,No,No internet service,Yes,One year,Yes,Electronic check,109.54,438.16,No,0 - 1 year,3,High
32483,m,1,No,No,14.0,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,No,Mailed check,80.95,1133.3,No,1 - 2 year,2,Medium
32484,f,1,No,No,19.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,33.72,640.68,No,1 - 2 year,2,Low
32485,f,0,No,No,26.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),48.45,1259.7,Yes,2 - 4 year,2,Low
32486,m,1,No,No,33.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,Two year,Yes,Mailed check,49.87,1645.71,No,2 - 4 year,2,Low
32487,f,1,No,No,41.0,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),32.38,1327.58,Yes,2 - 4 year,2,Low
32488,f,0,Yes,No,999.0,Yes,No,DSL,No,No,No,No,No,No,Two year,No,Electronic check,45.41,45364.59,No,4+ years,1,Low
32489,m,0,No,No,29.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Mailed check,45.15,1309.35,No,2 - 4 year,4,Low
32490,m,0,No,No,13.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,57.12,742.56,No,1 - 2 year,3,Medium
32491,m,0,Yes,No,18.0,No,No phone service,DSL,Yes,No,No,Yes,No,No,Two year,Yes,Bank transfer (automatic),43.61,784.98,No,1 - 2 year,2,Low
32492,f,1,Yes,No,21.0,No,No phone service,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),39.93,838.53,No,1 - 2 year,1,Low
32493,m,0,No,No,5.0,Yes,No phone service,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,32.96,164.8,No,0 - 1 year,2,Low
32494,m,0,No,No,44.0,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,Electronic check,26.79,1178.76,Yes,2 - 4 year,3,Low
32495,f,0,No,No,13.0,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,Electronic check,38.21,496.73,Yes,1 - 2 year,4,Low
32496,m,0,Yes,No,2.0,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,26.89,53.78,No,0 - 1 year,1,Low
32497,m,0,Yes,No,47.0,Yes,Yes,DSL,No,No,No,No internet service,Yes,Yes,Month-to-month,Yes,Mailed check,29.4,1381.8,Yes,2 - 4 year,4,Low
32498,m,0,No,No,15.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.76,416.4,No,1 - 2 year,1,Low
32499,f,0,No,No,23.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Two year,Yes,unkown,31.71,729.33,No,1 - 2 year,3,Low
32500,f,1,Yes,No,6.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,21.91,131.46,No,0 - 1 year,2,Low
32501,f,0,No,No,4.0,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),112.76,451.04,No,0 - 1 year,2,High
32502,f,0,Yes,No,34.0,Yes,No,Fiber optic,No,No internet service,No,No,No,No,One year,Yes,Electronic check,22.07,750.38,Yes,2 - 4 year,1,Low
32503,m,0,No,Yes,35.0,No,No phone service,Fiber optic,No,No,No,No,No,No,One year,No,Bank transfer (automatic),105.16,3680.6,No,2 - 4 year,0,High
32504,f,0,Yes,Yes,43.0,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,66.56,2862.08,No,2 - 4 year,0,Medium
32505,f,0,No,No,8.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,21.27,170.16,No,0 - 1 year,1,Low
32506,f,0,Yes,Yes,37.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,76.57,2833.09,Yes,2 - 4 year,2,Medium
32507,m,0,No,No,24.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),96.29,2310.96,No,1 - 2 year,2,Medium
32508,f,0,Yes,No,17.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),44.92,763.64,Yes,1 - 2 year,1,Low
32509,f,0,Yes,No,35.0,Yes,No,Fiber optic,No,No internet service,No,Yes,No internet service,No,Two year,No,Electronic check,75.03,2626.05,No,2 - 4 year,2,Medium
32510,f,1,No,No,38.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Mailed check,77.7,2952.6,No,2 - 4 year,3,Medium
32511,m,0,No,No,21.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,Yes,Credit card (automatic),47.3,993.3,Yes,1 - 2 year,3,Low
32512,f,0,No,No,24.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,One year,No,Credit card (automatic),20.42,490.08,No,1 - 2 year,4,Low
32513,f,1,No,No,14.0,No,No phone service,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,unkown,67.14,939.96,No,1 - 2 year,1,Medium
32514,m,0,No,Yes,1.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,45.57,45.57,Yes,0 - 1 year,2,Low
32515,f,0,No,No,35.0,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,29.47,1031.45,Yes,2 - 4 year,2,Low
32516,m,0,No,Yes,7.0,Yes,No,DSL,No internet service,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,48.47,339.29,Yes,0 - 1 year,2,Low
32517,f,1,No,No,5.0,Yes,No,Fiber optic,No,Yes,No internet service,No,No,Yes,One year,No,Electronic check,59.2,296.0,No,0 - 1 year,3,Medium
32518,m,0,No,No,19.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,34.01,646.19,No,1 - 2 year,1,Low
32519,f,0,No,No,42.0,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,No,Mailed check,45.98,1931.16,Yes,2 - 4 year,3,Low
32520,m,0,No,No,20.0,Yes,Yes,Fiber optic,Yes,No,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card (automatic),33.4,668.0,No,1 - 2 year,5,Low
32521,f,0,No,No,12.0,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,87.39,1048.68,No,0 - 1 year,3,Medium
32522,m,0,Yes,Yes,21.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),105.8,2221.8,Yes,1 - 2 year,1,High
32523,m,0,No,No,33.0,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,25.87,853.71,Yes,2 - 4 year,6,Low
32524,m,0,Yes,No,24.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card (automatic),18.19,436.56,No,1 - 2 year,1,Low
32525,f,0,Yes,Yes,2.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),26.09,52.18,Yes,0 - 1 year,1,Low
32526,f,1,Yes,Yes,10.0,Yes,Yes,DSL,No,Yes,No internet service,No,No,No,One year,Yes,Credit card (automatic),105.43,1054.3,No,0 - 1 year,3,High
32527,f,0,No,No,33.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),70.47,2325.51,Yes,2 - 4 year,3,Medium
32528,m,0,Yes,No,32.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,21.51,688.32,Yes,2 - 4 year,2,Low
32529,m,1,No,No,15.0,Yes,Yes,DSL,No,No,No,No,No,No internet service,Two year,Yes,unkown,70.44,1056.6,No,1 - 2 year,2,Medium
32530,m,0,No,No,2.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,Yes,Electronic check,74.14,148.28,No,0 - 1 year,3,Medium
32531,f,0,No,No,48.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Electronic check,19.62,941.76,No,2 - 4 year,3,Low
32532,f,0,Yes,No,34.0,Yes,unkown,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),28.0,952.0,No,2 - 4 year,2,Low
32533,f,0,No,Yes,29.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,No,Electronic check,112.8,3271.2,No,2 - 4 year,2,High
32534,m,0,Yes,No,22.0,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,102.93,2264.46,No,1 - 2 year,4,High
32535,f,1,Yes,No,38.0,Yes,No,Fiber optic,No,Yes,No,No internet service,Yes,No,Two year,Yes,Credit card (automatic),33.06,1256.28,No,2 - 4 year,3,Low
32536,f,0,Yes,No,3.0,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,22.57,67.71,Yes,0 - 1 year,5,Low
32537,f,1,Yes,No,26.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,104.61,2719.86,Yes,2 - 4 year,1,High
32538,f,0,No,Yes,2.0,No,No phone service,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Bank transfer (automatic),44.87,89.74,No,0 - 1 year,0,Low
32539,m,0,Yes,No,22.0,Yes,Yes,Fiber optic,No,No,No internet service,No,No,Yes,Month-to-month,Yes,Electronic check,38.33,843.26,Yes,1 - 2 year,3,Low
32540,m,0,Yes,Yes,20.0,Yes,No phone service,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,No,Electronic check,92.04,1840.8,Yes,1 - 2 year,2,Medium
32541,m,0,No,No,24.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,30.84,740.16,Yes,1 - 2 year,2,Low
32542,m,0,No,No,31.0,Yes,No,Fiber optic,No,No,Yes,No internet service,No,No,Month-to-month,Yes,Electronic check,26.62,825.22,No,2 - 4 year,2,Low
32543,m,0,No,No,8.0,Yes,No,DSL,No,No,No internet service,No,No,No,Month-to-month,No,Mailed check,53.24,425.92,Yes,0 - 1 year,1,Medium
32544,m,0,Yes,No,11.0,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,36.77,404.47,Yes,0 - 1 year,5,Low
32545,f,0,Yes,No,44.0,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),33.39,1469.16,No,2 - 4 year,4,Low
32546,f,0,Yes,No,48.0,Yes,Yes,DSL,Yes,No,No,No,No,No internet service,Month-to-month,No,Mailed check,56.25,2700.0,Yes,2 - 4 year,3,Medium
32547,f,0,Yes,No,11.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,116.84,1285.24,No,0 - 1 year,2,High
32548,m,0,unkown,Yes,17.0,Yes,Yes,DSL,No,Yes,No internet service,No,No,No,Month-to-month,Yes,Electronic check,31.65,538.05,Yes,1 - 2 year,3,Low
32549,m,0,No,No,36.0,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,No,Two year,Yes,Electronic check,21.1,759.6,No,2 - 4 year,4,Low
32550,f,0,No,No,2.0,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Bank transfer (automatic),18.6,37.2,No,0 - 1 year,2,Low
32551,f,0,No,No,64.0,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),19.34,1237.76,No,4+ years,3,Low
32552,f,1,No,Yes,8.0,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card (automatic),63.54,508.32,Yes,0 - 1 year,4,Medium
32553,f,0,Yes,No,21.0,Yes,No,Fiber optic,Yes,Yes,No,No,No,No,One year,No,Credit card (automatic),76.15,1599.15,No,1 - 2 year,3,Medium
32554,f,0,No,Yes,20.0,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),19.91,398.2,No,1 - 2 year,2,Low
32555,m,0,Yes,No,22.0,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Electronic check,60.2,1324.4,No,1 - 2 year,2,Medium
32556,m,1,No,Yes,70.0,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),34.49,2414.3,No,4+ years,3,Low
32557,f,0,Yes,No,3.0,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),19.41,58.23,Yes,0 - 1 year,1,Low
32558,f,1,No,No,6.0,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,39.2,235.2,Yes,0 - 1 year,3,Low
32559,f,1,Yes,Yes,39.0,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,49.04,1912.56,No,2 - 4 year,4,Low
32560,m,1,No,No,10.0,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,35.05,0.0,Yes,0 - 1 year,3,Low
32561,f,0,No,No,27.0,Yes,No,DSL,Yes,No,No,No,No internet service,No,Month-to-month,No,Credit card (automatic),77.06,2080.62,Yes,2 - 4 year,2,Medium
32562,f,1,unkown,Yes,24.0,No,No phone service,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,111.12,2666.88,No,1 - 2 year,1,High
32563,f,0,Yes,No,12.0,Yes,No,DSL,Yes,No,No,No internet service,No,No,Month-to-month,Yes,unkown,31.96,383.52,Yes,0 - 1 year,2,Low
32564,f,0,Yes,Yes,16.0,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,73.3,1172.8,Yes,1 - 2 year,1,Medium
32565,m,0,Yes,No,41.0,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,21.72,890.52,Yes,2 - 4 year,2,Low
